,age,stints,G,tap,AB,R,H,db,tr,HR,RBI,SB,CS,BB,SO,IBB,hbp,SH,SF,GIDP,avg,obp,slg,woba,PRO,GURU,salary,multiple_positions,ops,WAR,Rookie contract,1B,2B,3B,C,DH,OF,P,SS,bats_B,bats_L,bats_R,throws_L,throws_R
558,35,1,85.0,309.0,280.0,37.0,74.0,11.0,0.0,17.0,63.0,0.0,1.0,20.0,36.0,1.0,6.0,0.0,3.0,10.0,0.264285714,0.323624596,0.485714286,0.346569579,107.09,43.59095357,4.0,0,0.809338882,0.6,0,0,0,0,1,0,0,0,0,0,0,1,0,1
559,25,1,127.0,545.0,483.0,77.0,121.0,26.0,3.0,17.0,65.0,10.0,5.0,51.0,124.0,2.0,5.0,1.0,5.0,7.0,0.250517598,0.325367647,0.422360248,0.326678899,178.04,50.54523836,0.565,0,0.7477278949999999,2.0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
561,25,1,138.0,447.0,426.0,54.0,117.0,23.0,5.0,9.0,44.0,9.0,3.0,21.0,100.0,0.0,0.0,0.0,0.0,2.0,0.274647887,0.308724832,0.415492958,0.31541387,140.99,39.18398713,0.56,0,0.72421779,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
565,28,1,124.0,414.0,366.0,52.0,96.0,29.0,4.0,12.0,52.0,8.0,0.0,37.0,115.0,3.0,4.0,2.0,5.0,6.0,0.262295082,0.332524272,0.461748634,0.340917874,141.14,49.51207556,3.5,1,0.794272906,1.9,0,0,0,0,0,0,1,0,0,0,0,1,0,1
566,28,1,53.0,97.0,88.0,10.0,22.0,7.0,0.0,1.0,3.0,6.0,0.0,7.0,34.0,0.0,0.0,2.0,0.0,0.0,0.25,0.305263158,0.363636364,0.291443299,28.27,11.05341521,3.25,0,0.668899522,0.3,0,0,0,0,0,0,1,0,0,0,0,1,0,1
569,24,1,111.0,409.0,370.0,49.0,84.0,19.0,0.0,21.0,54.0,1.0,1.0,29.0,116.0,3.0,7.0,0.0,3.0,9.0,0.227027027,0.293398533,0.448648649,0.318435208,130.24,38.3252848,0.468488,0,0.7420471820000001,-0.3,1,1,0,0,0,0,0,0,0,0,1,0,1,0
570,23,1,53.0,164.0,147.0,17.0,31.0,7.0,0.0,8.0,23.0,0.0,0.0,17.0,52.0,0.0,0.0,0.0,0.0,4.0,0.210884354,0.292682927,0.421768708,0.310487805,50.92,19.47726431,0.265576,1,0.714451635,-0.3,1,0,0,1,0,0,0,0,0,0,1,0,0,1
571,32,1,149.0,459.0,396.0,67.0,98.0,23.0,2.0,25.0,61.0,3.0,2.0,51.0,140.0,4.0,10.0,0.0,2.0,0.0,0.247474748,0.346405229,0.505050505,0.365599129,167.81,68.21574329,6.0,1,0.851455734,2.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
576,22,1,144.0,604.0,546.0,96.0,152.0,26.0,0.0,38.0,90.0,5.0,2.0,48.0,129.0,3.0,3.0,1.0,6.0,10.0,0.278388278,0.336650083,0.534798535,0.368129139,222.35,83.38541514,0.6052,1,0.871448618,3.6,1,0,0,0,0,0,0,0,1,0,0,1,0,1
578,26,1,7.0,17.0,16.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.1875,0.235294118,0.1875,0.202941177,3.45,0.97118169,0.8,1,0.422794118,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
580,25,1,59.0,157.0,144.0,17.0,31.0,4.0,1.0,6.0,16.0,2.0,0.0,11.0,36.0,2.0,1.0,0.0,1.0,6.0,0.215277778,0.27388535,0.381944444,0.285923567,44.89,14.03173424,0.36006,1,0.655829794,-0.6,1,1,0,0,0,0,0,0,0,0,0,1,0,1
582,27,1,134.0,600.0,470.0,110.0,137.0,27.0,2.0,45.0,104.0,11.0,2.0,110.0,120.0,14.0,16.0,0.0,4.0,5.0,0.291489362,0.438333333,0.644680851,0.45375,272.25,177.7522501,17.666667,0,1.083014184,8.3,0,0,0,0,0,0,1,0,0,0,0,1,0,1
583,33,1,12.0,31.0,29.0,1.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,0.172413793,0.225806452,0.275862069,0.224516129,6.96,2.060621823,11.0,0,0.501668521,-0.3,0,0,0,0,0,1,0,0,0,0,0,1,0,1
584,23,1,56.0,159.0,147.0,16.0,31.0,10.0,3.0,2.0,13.0,0.0,0.0,10.0,40.0,1.0,1.0,1.0,0.0,2.0,0.210884354,0.265822785,0.360544218,0.272515723,43.33,11.87695741,0.235736,0,0.626367003,-0.2,1,0,0,0,0,0,0,0,1,1,0,0,0,1
587,34,1,135.0,549.0,479.0,80.0,139.0,24.0,0.0,27.0,67.0,2.0,0.0,51.0,88.0,1.0,14.0,0.0,5.0,11.0,0.290187891,0.3715847,0.509394572,0.380382514,208.83,88.37202869,19.0,1,0.880979272,4.1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
588,26,1,122.0,569.0,521.0,96.0,155.0,37.0,5.0,19.0,57.0,35.0,5.0,43.0,113.0,2.0,3.0,0.0,2.0,10.0,0.297504799,0.353251318,0.497120921,0.366502636,208.54,78.9765665,3.725,0,0.8503722389999999,4.2,0,0,0,0,0,0,0,0,1,0,0,1,0,1
589,31,1,63.0,256.0,219.0,34.0,47.0,8.0,0.0,12.0,40.0,1.0,1.0,32.0,78.0,0.0,0.0,0.0,5.0,5.0,0.214611872,0.30859375,0.415525114,0.315078125,80.66,27.32132519,18.0,0,0.724118864,-0.1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
590,23,1,30.0,80.0,74.0,4.0,18.0,6.0,0.0,0.0,4.0,0.0,0.0,2.0,23.0,0.0,1.0,3.0,0.0,0.0,0.243243243,0.272727273,0.324324324,0.255375,20.43,6.040774691,0.18132,1,0.597051597,-0.5,1,0,0,0,0,0,0,0,1,1,0,0,0,1
592,27,1,132.0,476.0,442.0,73.0,139.0,34.0,0.0,21.0,74.0,1.0,1.0,25.0,87.0,1.0,5.0,0.0,4.0,13.0,0.314479638,0.355042017,0.533936652,0.379117647,180.46,79.68774824,0.528168,1,0.8889786689999999,2.8,0,0,0,1,0,0,0,0,0,0,0,1,0,1
593,26,1,40.0,86.0,79.0,11.0,15.0,5.0,1.0,1.0,4.0,0.0,0.0,7.0,34.0,0.0,0.0,0.0,0.0,1.0,0.189873418,0.255813954,0.316455696,0.255232558,21.95,6.314108783,0.23872,1,0.57226965,-0.2,0,0,1,0,0,0,0,0,0,0,0,1,0,1
595,24,1,95.0,260.0,228.0,33.0,54.0,13.0,1.0,8.0,23.0,9.0,3.0,29.0,56.0,0.0,2.0,0.0,1.0,5.0,0.236842105,0.326923077,0.407894737,0.324846154,84.46,30.83724852,0.364048,1,0.734817814,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
596,27,1,92.0,211.0,201.0,25.0,54.0,9.0,1.0,6.0,24.0,1.0,0.0,9.0,24.0,0.0,0.0,0.0,1.0,6.0,0.268656716,0.298578199,0.412935323,0.308530806,65.1,22.36522011,0.420744,1,0.711513522,0.3,0,0,1,0,0,0,0,0,0,1,0,0,0,1
597,28,1,138.0,521.0,482.0,66.0,133.0,26.0,1.0,23.0,72.0,4.0,2.0,33.0,101.0,3.0,0.0,3.0,3.0,17.0,0.27593361,0.320463321,0.477178423,0.339942418,177.11,56.76457578,2.85,1,0.7976417440000001,3.5,0,0,0,0,1,0,0,0,0,0,0,1,0,1
600,28,1,162.0,713.0,642.0,111.0,176.0,33.0,5.0,24.0,73.0,40.0,9.0,61.0,176.0,0.0,4.0,2.0,4.0,8.0,0.274143302,0.338959212,0.453271028,0.343674614,245.04,72.20042859,4.825,1,0.7922302400000001,3.9,0,0,1,0,0,0,0,0,0,1,0,0,0,1
601,22,1,42.0,148.0,133.0,7.0,28.0,7.0,0.0,1.0,15.0,0.0,1.0,10.0,44.0,0.0,0.0,1.0,4.0,4.0,0.210526316,0.258503401,0.285714286,0.242094595,35.83,7.373250343,0.214848,0,0.544217687,-0.9,1,0,0,0,1,0,0,0,0,0,1,0,0,1
602,26,1,144.0,558.0,462.0,73.0,96.0,17.0,0.0,30.0,76.0,0.0,0.0,92.0,149.0,2.0,2.0,0.0,2.0,4.0,0.207792208,0.340501792,0.439393939,0.343046595,191.42,61.30797373,0.5586,0,0.7798957310000001,1.2,0,1,0,0,0,0,0,0,0,0,1,0,0,1
603,34,1,99.0,280.0,255.0,30.0,67.0,24.0,2.0,10.0,40.0,3.0,1.0,20.0,66.0,1.0,1.0,0.0,4.0,1.0,0.262745098,0.314285714,0.490196078,0.340821429,95.43,38.5092245,0.453568,1,0.804481792,0.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
604,28,1,118.0,510.0,429.0,72.0,113.0,21.0,1.0,21.0,62.0,0.0,0.0,71.0,142.0,2.0,9.0,0.0,1.0,12.0,0.263403263,0.378431373,0.463869464,0.371411765,189.42,77.28678564,0.5732,0,0.842300837,1.4,0,1,0,0,0,0,0,0,0,0,0,1,0,1
605,35,1,142.0,608.0,525.0,79.0,137.0,32.0,1.0,15.0,47.0,5.0,0.0,76.0,123.0,2.0,4.0,0.0,3.0,14.0,0.260952381,0.356907895,0.411428571,0.342615132,208.31,64.47329102,25.0,1,0.768336466,0.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
609,28,1,152.0,603.0,529.0,86.0,137.0,26.0,1.0,29.0,73.0,8.0,1.0,67.0,155.0,6.0,6.0,0.0,1.0,11.0,0.258979206,0.348258707,0.47637051,0.358192372,215.99,75.40016106,0.5598,0,0.824629217,3.2,0,1,0,0,0,0,0,0,0,0,0,1,0,1
610,33,1,115.0,381.0,337.0,37.0,88.0,19.0,1.0,8.0,38.0,3.0,0.0,42.0,77.0,1.0,1.0,0.0,1.0,8.0,0.261127596,0.343832021,0.394658754,0.329947507,125.71,41.67897071,2.0,1,0.738490775,0.7,0,1,0,0,0,0,0,0,0,1,0,0,0,1
617,33,1,67.0,183.0,168.0,15.0,36.0,4.0,0.0,11.0,27.0,1.0,1.0,12.0,47.0,0.0,1.0,0.0,2.0,3.0,0.214285714,0.267759563,0.43452381,0.298907104,54.7,18.19308476,1.5,0,0.702283373,-0.3,0,0,0,0,1,0,0,0,0,1,0,0,0,1
618,27,1,117.0,361.0,329.0,41.0,74.0,18.0,2.0,10.0,35.0,3.0,3.0,22.0,108.0,0.0,7.0,1.0,2.0,5.0,0.224924012,0.286111111,0.382978723,0.292603878,105.63,26.00457958,0.471472,1,0.669089834,-1.1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
619,25,1,67.0,112.0,106.0,9.0,16.0,4.0,0.0,2.0,5.0,0.0,0.0,4.0,43.0,0.0,2.0,0.0,0.0,1.0,0.150943396,0.196428571,0.245283019,0.198571429,22.24,2.998487799,0.333828,0,0.44171159,-0.9,1,0,0,0,0,0,1,0,0,0,1,0,1,0
623,27,1,121.0,411.0,359.0,42.0,94.0,17.0,2.0,1.0,42.0,0.0,1.0,36.0,68.0,5.0,8.0,2.0,6.0,9.0,0.26183844,0.337408313,0.328690808,0.303333333,124.67,32.2131957,0.96,1,0.666099121,-0.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
625,28,1,148.0,549.0,478.0,61.0,136.0,25.0,4.0,11.0,59.0,24.0,4.0,47.0,83.0,5.0,13.0,6.0,5.0,2.0,0.284518829,0.360957643,0.422594142,0.343679417,188.68,61.08166528,6.5,0,0.783551785,3.6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
626,28,1,28.0,74.0,70.0,8.0,15.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,14.0,0.0,0.0,1.0,0.0,2.0,0.214285714,0.246575343,0.271428571,0.230405405,17.05,3.951548715,0.252,0,0.518003914,-0.3,0,0,0,0,1,0,0,0,0,0,0,1,0,1
627,29,1,107.0,411.0,371.0,64.0,101.0,22.0,3.0,21.0,55.0,2.0,4.0,32.0,107.0,1.0,4.0,1.0,3.0,4.0,0.272237197,0.334146342,0.517520216,0.361192214,148.45,60.8152104,0.381952,0,0.851666558,2.6,0,0,0,0,0,0,1,0,0,0,1,0,1,0
628,27,1,130.0,580.0,489.0,100.0,161.0,29.0,3.0,44.0,97.0,30.0,2.0,80.0,118.0,16.0,8.0,0.0,3.0,8.0,0.329243354,0.429310345,0.670756646,0.459551724,266.54,182.1700072,9.75,0,1.1000669909999998,7.3,0,0,0,0,0,0,1,0,0,0,1,0,0,1
631,26,1,9.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071428571,0.0,0.051428571,0.72,0.005798183,0.518924,0,0.071428571,-0.3,0,0,0,0,0,0,1,0,0,0,1,0,0,1
632,34,1,52.0,190.0,171.0,20.0,44.0,9.0,0.0,6.0,27.0,0.0,0.0,17.0,39.0,0.0,0.0,0.0,2.0,4.0,0.257309942,0.321052632,0.415204678,0.322105263,61.2,24.4624594,18.0,0,0.73625731,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
633,38,1,47.0,176.0,150.0,24.0,39.0,5.0,0.0,1.0,17.0,0.0,0.0,23.0,24.0,0.0,1.0,0.0,2.0,6.0,0.26,0.357954546,0.313333333,0.313409091,55.16,21.08434132,3.086022,1,0.671287879,-0.1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
634,28,1,90.0,289.0,266.0,30.0,44.0,10.0,1.0,9.0,32.0,0.0,0.0,20.0,98.0,0.0,3.0,0.0,0.0,4.0,0.165413534,0.23183391,0.312030075,0.241384083,69.76,11.19488853,4.4475,0,0.543863985,0.4,0,0,0,0,1,0,0,0,0,0,0,1,0,1
